epoch,Dice_Coefficient,binary_accuracy,loss,val_Dice_Coefficient,val_binary_accuracy,val_loss
20,0.6177694201469421,0.8633246421813965,0.3815019130706787,0.5702921748161316,0.830179750919342,0.42643654346466064
21,0.6146007776260376,0.8612698316574097,0.38451123237609863,0.5744839310646057,0.8400880694389343,0.4218716323375702
22,0.6115222573280334,0.859992504119873,0.38838037848472595,0.5551317930221558,0.8570743799209595,0.4324778914451599
23,0.6131252646446228,0.8601609468460083,0.3877200186252594,0.5821725130081177,0.8595024943351746,0.4064210057258606
24,0.620652973651886,0.8617684841156006,0.37951210141181946,0.5738744139671326,0.8420723676681519,0.416360080242157
25,0.6195646524429321,0.8632321953773499,0.37935107946395874,0.5752289295196533,0.8262026309967041,0.42549124360084534
26,0.6243600249290466,0.8640028238296509,0.3757445216178894,0.5740684866905212,0.8736161589622498,0.40327009558677673
27,0.6238101124763489,0.8618160486221313,0.37688547372817993,0.5834429264068604,0.8239606022834778,0.4177115261554718
28,0.6306600570678711,0.8670733571052551,0.36975863575935364,0.5730467438697815,0.8427857756614685,0.42698919773101807
29,0.619208574295044,0.8661159873008728,0.38144031167030334,0.587568998336792,0.8715539574623108,0.39348268508911133
30,0.6259211897850037,0.8648334741592407,0.3743526041507721,0.5420312881469727,0.8068549633026123,0.45872753858566284
31,0.6171870231628418,0.8677549958229065,0.3828220069408417,0.5134789943695068,0.7753308415412903,0.49306145310401917
32,0.6262444853782654,0.8666457533836365,0.3737432062625885,0.5779473781585693,0.8273151516914368,0.40923407673835754
33,0.6258899569511414,0.871832013130188,0.3741335868835449,0.5850026607513428,0.8653643131256104,0.3885709047317505
34,0.6363645792007446,0.8734175562858582,0.36308515071868896,0.5823299884796143,0.8625645637512207,0.39299529790878296
35,0.6321674585342407,0.8654090166091919,0.3667615056037903,0.5905075669288635,0.8476437926292419,0.4059901535511017
36,0.6374962329864502,0.8728114366531372,0.3616085648536682,0.5896680951118469,0.8590112328529358,0.39289090037345886
37,0.6380236148834229,0.8768089413642883,0.3619610667228699,0.5701276063919067,0.8573486804962158,0.42090311646461487
38,0.6467865109443665,0.8773998618125916,0.3535447120666504,0.5632872581481934,0.8296883702278137,0.4313604235649109
39,0.6320233941078186,0.8695271015167236,0.3681921362876892,0.5639398097991943,0.8074163794517517,0.43629181385040283
40,0.6438835859298706,0.875636100769043,0.35641545057296753,0.5840010046958923,0.8691022992134094,0.3871994614601135
41,0.6428532600402832,0.8763368129730225,0.35637184977531433,0.5953853130340576,0.8531062006950378,0.39977890253067017
42,0.6502302885055542,0.8780688047409058,0.3491092026233673,0.5914391279220581,0.8699746131896973,0.38396134972572327
43,0.6401376724243164,0.8786328434944153,0.36002224683761597,0.592237651348114,0.8643059134483337,0.38222551345825195
44,0.6531383395195007,0.8798837661743164,0.3469827175140381,0.5952857732772827,0.8814907670021057,0.3765127658843994
45,0.6613948941230774,0.8840360641479492,0.33779779076576233,0.5987867116928101,0.877581775188446,0.37227699160575867
46,0.6649110317230225,0.884819507598877,0.33454230427742004,0.6033843159675598,0.8825588822364807,0.36925971508026123
47,0.6632703542709351,0.8845956325531006,0.3350457549095154,0.6145128011703491,0.8828374743461609,0.3584212064743042
48,0.6719142198562622,0.8880122900009155,0.327278733253479,0.6238644123077393,0.8801518082618713,0.3598855435848236
49,0.6699686050415039,0.8862215280532837,0.33075204491615295,0.6203517913818359,0.8527955412864685,0.3679944574832916
50,0.6689468026161194,0.8875472545623779,0.3306644558906555,0.5142897963523865,0.8697611689567566,0.4588041603565216
51,0.6573413014411926,0.8841264843940735,0.3432137370109558,0.5907652378082275,0.8392117619514465,0.40275683999061584
52,0.6735954284667969,0.8864070177078247,0.3262619972229004,0.6081824898719788,0.8891406059265137,0.3606366813182831
53,0.6690689325332642,0.8859118819236755,0.33146026730537415,0.5957478284835815,0.8883263468742371,0.37370431423187256
54,0.6778097748756409,0.8928357362747192,0.32182300090789795,0.6279470920562744,0.8868470191955566,0.34859156608581543
55,0.6754056215286255,0.8903363347053528,0.3232569098472595,0.639566957950592,0.8823396563529968,0.3455190062522888
56,0.6738846898078918,0.8890570998191833,0.3258246183395386,0.6001015305519104,0.8780982494354248,0.3760944604873657
57,0.682395339012146,0.8920331597328186,0.3178262412548065,0.5939411520957947,0.8759211897850037,0.38319459557533264
58,0.6715102195739746,0.8881473541259766,0.3280913531780243,0.6185324192047119,0.8780839443206787,0.3636985719203949
59,0.6783934235572815,0.8893539309501648,0.32232755422592163,0.5091823935508728,0.888154149055481,0.47319984436035156
60,0.6787715554237366,0.8915398120880127,0.3222821354866028,0.6369048357009888,0.8909348845481873,0.33987846970558167
61,0.6804102659225464,0.8913081288337708,0.31901195645332336,0.6203067302703857,0.891512393951416,0.3563587963581085
62,0.6901944875717163,0.8956639766693115,0.3087815046310425,0.6395448446273804,0.8877651691436768,0.3380643427371979
63,0.6897243857383728,0.8936055898666382,0.3105178773403168,0.6347345113754272,0.880492091178894,0.3486975133419037
64,0.6813010573387146,0.892443835735321,0.3186914622783661,0.5722901225090027,0.8580316305160522,0.4086931049823761
65,0.6876403093338013,0.8933674097061157,0.3125298321247101,0.6236761212348938,0.8897756338119507,0.3507961332798004
66,0.693259060382843,0.8965400457382202,0.30610841512680054,0.6354727745056152,0.8650699257850647,0.3526722192764282
67,0.6910663843154907,0.8961763381958008,0.3097423017024994,0.6166580319404602,0.8820744752883911,0.3681977689266205
68,0.6919681429862976,0.895855724811554,0.3072393834590912,0.5613056421279907,0.8561545610427856,0.41538044810295105
69,0.6817460060119629,0.8905563354492188,0.31816402077674866,0.6497277617454529,0.8926541805267334,0.3340742588043213
70,0.6940772533416748,0.8936612010002136,0.3053930699825287,0.6389023661613464,0.8942663669586182,0.3476269841194153
71,0.7008708715438843,0.8998438715934753,0.29673683643341064,0.506879448890686,0.8679483532905579,0.4738781750202179
72,0.6996802091598511,0.8987680077552795,0.3005908131599426,0.6486073136329651,0.8986756205558777,0.33008435368537903
73,0.7021455764770508,0.8978169560432434,0.29694539308547974,0.658038318157196,0.9033524394035339,0.3268239200115204
74,0.6876277923583984,0.8940514922142029,0.3126440942287445,0.6399058699607849,0.8748041987419128,0.34802156686782837
75,0.7016034126281738,0.899597704410553,0.29965364933013916,0.6198070645332336,0.8945426344871521,0.35245320200920105
76,0.6937780380249023,0.8986280560493469,0.3067927062511444,0.6010527610778809,0.8890129923820496,0.37124189734458923
77,0.7069119811058044,0.9020335674285889,0.2929399311542511,0.6133248209953308,0.895530641078949,0.35735639929771423
78,0.705866813659668,0.8997918367385864,0.2948594391345978,0.5959342122077942,0.8916754722595215,0.3760364353656769
79,0.7023401260375977,0.8991523385047913,0.2972368896007538,0.6651739478111267,0.8871406316757202,0.32579073309898376
80,0.7106523513793945,0.9018025994300842,0.2898881733417511,0.6700310707092285,0.8986480832099915,0.3267178535461426
81,0.7144230604171753,0.9016450643539429,0.2862134575843811,0.6694740653038025,0.8887698650360107,0.3280723989009857
82,0.7088136672973633,0.9012095332145691,0.2901560366153717,0.6631604433059692,0.8908635377883911,0.3248906135559082
83,0.7143991589546204,0.9048873782157898,0.28536272048950195,0.659875750541687,0.8935405611991882,0.325661301612854
84,0.7097708582878113,0.9016776084899902,0.28926515579223633,0.6161136627197266,0.8806666135787964,0.3686487674713135
85,0.7112377285957336,0.9033232927322388,0.28812646865844727,0.663314700126648,0.8892632126808167,0.32274946570396423
86,0.7130464315414429,0.9043980240821838,0.28530818223953247,0.6868503093719482,0.8958061337471008,0.3099355101585388
87,0.7181425094604492,0.9054774641990662,0.2818252444267273,0.6469957232475281,0.8992992043495178,0.33875390887260437
88,0.7105578780174255,0.9034302830696106,0.29020699858665466,0.6699846982955933,0.8926333785057068,0.31609708070755005
89,0.7175899744033813,0.9054955244064331,0.2823112905025482,0.6360074281692505,0.8796176314353943,0.35941797494888306
