epoch,accuracy,loss,val_accuracy,val_loss
0,0.9856733679771423,0.04982869327068329,0.9809160232543945,0.04662765935063362
1,0.9957020282745361,0.026230692863464355,0.9866412281990051,0.07749903947114944
2,0.9890162348747253,0.04510260745882988,0.9847328066825867,0.0827849954366684
3,0.9923591017723083,0.0414591059088707,0.9847328066825867,0.06418288499116898
4,0.9937917590141296,0.039393410086631775,0.9618320465087891,0.17405056953430176
5,0.9718242883682251,0.1382661908864975,0.9351145029067993,0.15349407494068146
6,0.9799426794052124,0.061697084456682205,0.9847328066825867,0.04781227186322212
7,0.9923591017723083,0.02867405116558075,0.9751908183097839,0.13377785682678223
8,0.9937917590141296,0.02429049462080002,0.9847328066825867,0.06264343112707138
